Recensement agricole 2020; ; 
Référentiel géographique : France  par Commune 2020; ; 
Code;Libellé;SAU moyenne en 2020;SAU moyenne en 2020 - estimation (*=oui)
65316;Monlong;34.8;
65317;Mont;32.5;
65318;Montastruc;38.4;
65319;Montégut;17.1;
65320;Montgaillard;27.8;
65321;Montignac;24.1;
65322;Montoussé;33.5;
65323;Montsérié;60.8;
65324;Moulédous;34;
65325;Moumoulous;35.9;
65326;Mun;50.8;
65327;Nestier;28.3;
65328;Neuilh;20.7;
65329;Nistos;34.5;
65330;Nouilhan;61;
65331;Odos;22.2;
65332;Oléac-Debat;4.7;
65333;Oléac-Dessus;13.3;
65334;Omex;26.8;
65335;Ordizan;27.8;
65336;Organ;61.4;
65337;Orieux;39.9;
65338;Orignac;26.2;
65339;Orincles;36.4;
65340;Orleix;22.3;
65341;Oroix;47.7;
65342;Osmets;42.4;
65343;Ossen;26.8;
65344;Ossun;35.6;
65345;Ossun-ez-Angles;23.8;
65346;Oueilloux;17.2;
65347;Ourde;70.6;
65348;Ourdis-Cotdoussan;18.4;*
65349;Ourdon;26.3;
65350;Oursbelille;88.3;
65351;Ousté;5.2;
65352;Ouzous;23.4;
65353;Ozon;36.2;
65354;Pailhac;13.3;
65355;Paréac;37.4;
65356;Péré;24.4;*
65357;Peyraube;28.5;
65358;Peyret-Saint-André;68.8;
65359;Peyriguère;28.2;
65360;Peyrouse;52.1;
65361;Peyrun;36.7;
65362;Pierrefitte-Nestalas;28;
65363;Pinas;34.8;
65364;Pintac;33.8;
65366;Poueyferré;34.8;
65367;Poumarous;23.5;
65368;Pouy;36.3;
65369;Pouyastruc;20;
65370;Pouzac;23.2;
65371;Préchac;26.1;
65372;Pujo;39.3;
65373;Puntous;34.2;
65374;Puydarrieux;32.5;
65375;Rabastens-de-Bigorre;13.9;
65376;Recurt;34;
65377;Réjaumont;29.7;
65378;Ricaud;30.9;
65379;Ris;49.6;
65380;Sabalos;3.3;
65381;Sabarros;52.6;
65382;Sacoué;17.7;
65383;Sadournin;47.1;
65384;Sailhan;16.1;
65385;Saint-Arroman;29.6;
65386;Saint-Créac;19.3;
65387;Saint-Lanne;19.8;
65388;Saint-Lary-Soulan;21.6;
65389;Saint-Laurent-de-Neste;47.9;
65390;Saint-Lézer;45.9;
65391;Sainte-Marie;N/A - division par 0;
65392;Saint-Martin;19.1;
65393;Saint-Pastous;15.2;
65394;Saint-Paul;16.8;*
65395;Saint-Pé-de-Bigorre;21.5;
65396;Saint-Savin;25.6;
65397;Saint-Sever-de-Rustan;40.6;
65398;Saléchan;22.7;
65399;Saligos;9.5;
65400;Salles;9.9;
65401;Salles-Adour;22.4;
65402;Samuran;28.5;
65403;Sanous;12.9;
65404;Sariac-Magnoac;44.1;
65405;Sarlabous;28.2;
65406;Sarniguet;58.5;
65407;Sarp;30.5;
65408;Sarrancolin;18.2;*
65409;Sarriac-Bigorre;47.8;
65410;Sarrouilles;33.1;
65411;Sassis;5.1;
65412;Sauveterre;56.6;
65413;Sazos;16;
65414;Ségalas;54.2;
65415;Ségus;23.3;
65416;Seich;22.7;
65417;Séméac;16.1;
65418;Sénac;41.9;
65419;Sentous;32.2;
65420;Sère-en-Lavedan;15.3;
65421;Sère-Lanso;18.8;
65422;Séron;32.8;
65423;Sère-Rustaing;36.7;
65424;Sers;17.3;*
65425;Siarrouy;46.3;
65426;Sinzos;53.3;
65427;Siradan;N/A - division par 0;
65428;Sireix;20;
65429;Sombrun;103.7;
65430;Soréac;51.5;
65431;Sost;47.6;
65432;Soublecause;16.8;
65433;Soues;7.8;
65435;Soulom;18.2;
65436;Souyeaux;50.2;
65437;Tajan;31.6;
65438;Talazac;5.4;
65439;Tarasteix;28.6;
65440;Tarbes;16.6;
65441;Thèbe;44;
65442;Thermes-Magnoac;36.3;
65443;Thuy;93.5;
65444;Tibiran-Jaunac;39.3;
65445;Tilhouse;22.1;
65446;Tostat;27.6;
65447;Tournay;18.8;
65448;Tournous-Darré;20.3;
65449;Tournous-Devant;29.7;
65450;Tramezaïgues;0.7;
65451;Trébons;20.9;
65452;Trie-sur-Baïse;39.8;
65453;Troubat;65.8;
65454;Trouley-Labarthe;50.4;
65455;Tuzaguet;39.9;
65456;Uglas;35.9;
65457;Ugnouas;39.5;
65458;Uz;21.3;
65459;Uzer;30;
65460;Vic-en-Bigorre;40.7;
65461;Vidou;23.5;
65462;Vidouze;51;
65463;Viella;27.8;
65464;Vielle-Adour;28.6;
65465;Vielle-Aure;38.8;
65466;Vielle-Louron;20.6;
65467;Vier-Bordes;20.4;
65468;Vieuzos;108.4;
65469;Viey;19.5;
65470;Viger;83.3;
65471;Vignec;11.7;
65472;Villefranque;44.9;
65473;Villelongue;18;
65474;Villembits;64.9;
65475;Villemur;23.7;
65476;Villenave-près-Béarn;17.5;
65477;Villenave-près-Marsac;N/A - division par 0;
65478;Viscos;N/A - division par 0;
65479;Visker;22.7;
65481;Barèges;N/A - division par 0;
65482;Cantaous;32.3;
66001;L'Albère;34.4;
66002;Alénya;14.1;
66003;Amélie-les-Bains-Palalda;20.5;*
66004;Les Angles;52.6;
66005;Angoustrine-Villeneuve-des-Escaldes;89.9;
66006;Ansignan;7.2;
66007;Arboussols;183;
66008;Argelès-sur-Mer;28.6;
66009;Arles-sur-Tech;7.5;
66010;Ayguatébia-Talau;N/A - division par 0;
66011;Bages;10.5;
66012;Baho;9.1;
66013;Baillestavy;78.7;
66014;Baixas;11.1;
66015;Banyuls-dels-Aspres;16.8;
66016;Banyuls-sur-Mer;3.3;
66017;Le Barcarès;1.6;
66018;La Bastide;112.9;
66019;Bélesta;24.1;
66020;Bolquère;12.1;
66021;Bompas;7.3;
66022;Boule-d'Amont;51.3;
66023;Bouleternère;42.1;
66024;Le Boulou;9;
66025;Bourg-Madame;86.7;
66026;Brouilla;12.1;
66027;La Cabanasse;71.3;
66028;Cabestany;12.9;
66029;Caixas;39.4;
66030;Calce;23.5;
66032;Calmeilles;56;
66033;Camélas;16.3;
66034;Campôme;16.4;*
66035;Campoussy;131.6;
66036;Canaveilles;N/A - division par 0;
66037;Canet-en-Roussillon;15.6;
66038;Canohès;23.5;
66039;Caramany;6.5;
66040;Casefabre;88.3;
66041;Cases-de-Pène;12.6;
66042;Cassagnes;9.2;
66043;Casteil;N/A - division par 0;
66044;Castelnou;11.5;
66045;Catllar;30.9;
66046;Caudiès-de-Fenouillèdes;12.1;
66047;Caudiès-de-Conflent;N/A - division par 0;
66048;Cerbère;1.4;
66049;Céret;6.5;
66050;Claira;11.5;
66051;Clara-Villerach;0.3;
66052;Codalet;19.8;*
66053;Collioure;5.4;
66054;Conat;15.8;
66055;Corbère;14.2;
66056;Corbère-les-Cabanes;23.1;
66057;Corneilla-de-Conflent;29.4;
66058;Corneilla-la-Rivière;13.4;
66059;Corneilla-del-Vercol;47.5;
66060;Corsavy;65.8;
66061;Coustouges;N/A - division par 0;
66062;Dorres;71.6;
66063;Les Cluses;N/A - division par 0;
66064;Égat;44;
66065;Elne;11.4;
66066;Enveitg;76.9;
66067;Err;46;
66068;Escaro;21;
66069;Espira-de-l'Agly;17.7;
66070;Espira-de-Conflent;15.7;
66071;Estagel;12.6;
66072;Estavar;11.4;
66073;Estoher;58.3;*
66074;Eus;66.9;
66075;Eyne;54.9;
66076;Felluns;2;
66077;Fenouillet;52.9;
66078;Fillols;16.3;
66079;Finestret;5.4;
66080;Fontpédrouse;0.8;
66081;Fontrabiouse;198.3;
66082;Formiguères;120.6;
66083;Fosse;199.9;
66084;Fourques;11.6;
66085;Fuilla;26.3;
66086;Glorianes;163.5;
66088;Ille-sur-Têt;23;
66089;Joch;3.8;
66090;Jujols;258.5;
66091;Lamanère;119;
66092;Lansac;8;
66093;Laroque-des-Albères;15;*
66094;Latour-Bas-Elne;8.5;
66095;Latour-de-Carol;114.7;
66096;Latour-de-France;10.1;
66097;Lesquerde;16;
66098;La Llagonne;98.7;
66099;Llauro;11.9;
66100;Llo;87.1;
66101;Llupia;6.1;
66102;Mantet;83.6;
66103;Marquixanes;15.2;
66104;Los Masos;122.8;
66105;Matemale;134.2;
66106;Maureillas-las-Illas;55.8;
66107;Maury;18;
66108;Millas;20.4;
66109;Molitg-les-Bains;8.2;
66111;Montalba-le-Château;43.4;
66112;Montauriol;40.4;*
66113;Montbolo;31.3;
66114;Montescot;47;
66115;Montesquieu-des-Albères;15.1;
66116;Montferrer;47.5;*
66117;Mont-Louis;24.5;
66118;Montner;11.6;
66119;Mosset;56.6;
66120;Nahuja;83.4;
66121;Néfiach;14.9;
66122;Nohèdes;102.3;
66123;Nyer;63.7;
66124;Font-Romeu-Odeillo-Via;102.3;
66125;Olette;46.1;
66126;Oms;33.4;
66127;Opoul-Périllos;11.3;
66128;Oreilla;N/A - division par 0;
66129;Ortaffa;10.3;
66130;Osséja;149.1;
66132;Palau-de-Cerdagne;86.5;
66133;Palau-del-Vidre;14.4;
66134;Passa;14.2;
66136;Perpignan;12.4;
66137;Le Perthus;N/A - division par 0;
66138;Peyrestortes;8.4;
66139;Pézilla-de-Conflent;N/A - division par 0;
66140;Pézilla-la-Rivière;8.3;
66141;Pia;13.5;
66142;Planès;43.2;
66143;Planèzes;8.7;
66144;Pollestres;8.2;
66145;Ponteilla;17.9;
66146;Porta;341;
66147;Porté-Puymorens;132.3;
66148;Port-Vendres;3.8;
66149;Prades;8.8;
66150;Prats-de-Mollo-la-Preste;78;
66151;Prats-de-Sournia;68.6;
66152;Prugnanes;23.5;
66153;Prunet-et-Belpuig;84.2;
66154;Puyvalador;38.2;
66155;Py;57;
66156;Rabouillet;119.6;
66157;Railleu;30.7;
66158;Rasiguères;10;
66159;Réal;91;
66160;Reynès;3.5;
66161;Ria-Sirach;104.5;
66162;Rigarda;43.5;
66164;Rivesaltes;24.9;
66165;Rodès;11.5;
66166;Sahorre;34.2;*
66167;Saillagouse;92.2;
66168;Saint-André;9.9;
66169;Saint-Arnac;21.4;
66170;Sainte-Colombe-de-la-Commanderie;17.5;
66171;Saint-Cyprien;30.8;
66172;Saint-Estève;17.1;
66173;Saint-Féliu-d'Amont;10.5;*
66174;Saint-Féliu-d'Avall;21.2;
66175;Saint-Génis-des-Fontaines;19.4;
66176;Saint-Hippolyte;14.1;
66177;Saint-Jean-Lasseille;22.8;
66178;Saint-Jean-Pla-de-Corts;44.1;
66179;Saint-Laurent-de-Cerdans;34.5;
66180;Saint-Laurent-de-la-Salanque;27.8;
66181;Sainte-Léocadie;74.1;
66182;Sainte-Marie-la-Mer;7;
66183;Saint-Marsal;79.1;
66184;Saint-Martin-de-Fenouillet;111.9;
66185;Saint-Michel-de-Llotes;3.5;
66186;Saint-Nazaire;18.5;
66187;Saint-Paul-de-Fenouillet;11.9;
66188;Saint-Pierre-dels-Forcats;92.7;
66189;Saleilles;7.6;
66190;Salses-le-Château;18.9;
66191;Sansa;N/A - division par 0;
66192;Sauto;19.6;
66193;Serdinya;38.8;
66194;Serralongue;25.2;
66195;Le Soler;11.1;
66196;Sorède;73.2;
66197;Souanyas;82.3;
66198;Sournia;160;
66199;Taillet;10.5;
66201;Tarerach;19.9;
66202;Targassonne;82.2;
66203;Taulis;N/A - division par 0;
66204;Taurinya;114.4;
66205;Tautavel;12.9;
66206;Le Tech;87.4;
66207;Terrats;19.9;
66208;Théza;11.8;
66209;Thuès-Entre-Valls;52.9;
66210;Thuir;22.8;
66211;Tordères;36.9;
66212;Torreilles;19.6;
66213;Toulouges;6.9;
66214;Tresserre;22.5;
66215;Trévillach;5.1;
66216;Trilla;24.5;
66217;Trouillas;22.6;
66218;Ur;84.7;
66219;Urbanya;0;
66220;Valcebollère;100;
66221;Valmanya;97.6;
66222;Vernet-les-Bains;70.6;
66223;Villefranche-de-Conflent;N/A - division par 0;
66224;Villelongue-de-la-Salanque;4.8;
66225;Villelongue-dels-Monts;25.5;
66226;Villemolaque;16.4;
66227;Villeneuve-de-la-Raho;24.7;
66228;Villeneuve-la-Rivière;9.8;
66230;Vinça;12.2;
66231;Vingrau;8.9;
66232;Vira;38.9;
66233;Vivès;5.1;
66234;Le Vivier;0.9;
67001;Achenheim;48.2;
67002;Adamswiller;82.2;
67003;Albé;3.3;
67004;Sommerau;65.6;
67005;Alteckendorf;56.7;
67006;Altenheim;37.5;
67008;Altorf;71.4;
67009;Altwiller;117.9;
67010;Andlau;6.9;
67011;Artolsheim;37.4;
67012;Aschbach;24.3;
67013;Asswiller;77.8;
67016;Avolsheim;5.2;
67017;Baerendorf;124.2;
67018;Balbronn;15.4;
67019;Baldenheim;70.3;
67020;Barembach;N/A - division par 0;
67021;Barr;16;*
67022;Bassemberg;117.8;
67023;Batzendorf;42.2;
67025;Beinheim;79.4;
67026;Bellefosse;48.9;
67027;Belmont;80.6;
67028;Benfeld;12.3;
67029;Berg;61;
67030;Bergbieten;8.2;
67031;Bernardswiller;9.4;
67032;Bernardvillé;9.3;
67033;Bernolsheim;38.7;
67034;Berstett;42.8;
67035;Berstheim;45;
67036;Bettwiller;97.8;
67037;Biblisheim;99.6;
67038;Bietlenheim;111.6;
67039;Bilwisheim;56.9;
67040;Bindernheim;43.8;
67043;Bischheim;N/A - division par 0;
67044;Bischholtz;51.5;
67045;Bischoffsheim;23.3;
67046;Bischwiller;54.5;
67047;Bissert;144.4;
67048;Bitschhoffen;72.8;
67049;Blaesheim;32.6;
67050;Blancherupt;N/A - division par 0;
67051;Blienschwiller;7;
67052;Bœrsch;9;
67053;Bœsenbiesen;34.9;
67054;Bolsenheim;41.6;
67055;Boofzheim;59;
67056;Bootzheim;28;
67057;Bosselshausen;69.1;
67058;Bossendorf;64;
67059;Bourg-Bruche;43.9;
67060;Bourgheim;50.3;
67061;Bouxwiller;66.8;
67062;Breitenau;36.7;
67063;Breitenbach;34.8;
67065;Breuschwickersheim;45.9;
67066;La Broque;42.3;
67067;Brumath;50.7;
67068;Buswiller;47.5;
67069;Buhl;36.6;
67070;Burbach;112.6;
67071;Bust;242.9;
67072;Butten;149.1;
67073;Châtenois;15.6;
67074;Cleebourg;4.6;
67075;Climbach;18.5;
67076;Colroy-la-Roche;6.9;
67077;Cosswiller;15.6;
67078;Crastatt;38.9;
67079;Crœttwiller;50.4;
67080;Dachstein;38.9;
67081;Dahlenheim;22.5;
67082;Dalhunden;45.4;
67083;Dambach;27.8;
67084;Dambach-la-Ville;10.2;
67085;Dangolsheim;26.6;
67086;Daubensand;68.1;
67087;Dauendorf;39.1;
67088;Dehlingen;74.2;
67089;Dettwiller;90;
67090;Diebolsheim;78;
67091;Diedendorf;93;
67092;Dieffenbach-au-Val;90.7;
67093;Dieffenbach-lès-Wœrth;77.3;
67094;Dieffenthal;2.7;
67095;Diemeringen;2.4;
67096;Dimbsthal;20.8;
67097;Dingsheim;67.7;
67098;Dinsheim-sur-Bruche;45.9;
67099;Domfessel;141.4;
67100;Donnenheim;68.9;
67101;Dorlisheim;28.2;
67102;Dossenheim-Kochersberg;32.5;
67103;Dossenheim-sur-Zinsel;N/A - division par 0;
67104;Drachenbronn-Birlenbach;52.9;
67105;Drulingen;232.6;
67106;Drusenheim;68.4;
67107;Duntzenheim;55.1;
67108;Duppigheim;34.9;
67109;Durningen;39;
67110;Durrenbach;27.3;
67111;Durstel;57.5;
67112;Duttlenheim;42.6;
67113;Eberbach-Seltz;26;
67115;Ebersheim;70.8;
67116;Ebersmunster;47.3;
67117;Eckartswiller;N/A - division par 0;
67118;Eckbolsheim;10.9;*
67119;Eckwersheim;83.3;*
67120;Eichhoffen;6.2;
67121;Elsenheim;46.6;
67122;Wangenbourg-Engenthal;13.8;
67123;Engwiller;84.8;
67124;Entzheim;55.1;
67125;Epfig;13.5;
67126;Erckartswiller;48.7;
67127;Ergersheim;22.2;
67128;Ernolsheim-Bruche;24;
67129;Ernolsheim-lès-Saverne;128.1;
67130;Erstein;41.2;
67131;Eschau;63.2;
67132;Eschbach;29;
67133;Eschbourg;10.8;
67134;Eschwiller;64.6;
67135;Ettendorf;25.8;
67136;Eywiller;67.4;
67137;Fegersheim;33.4;
67138;Fessenheim-le-Bas;27.4;
67139;Flexbourg;34.9;
67140;Forstfeld;49.3;
67141;Forstheim;86.9;
67142;Fort-Louis;83.5;
67143;Fouchy;22.7;
67144;Fouday;48.7;
67145;Friedolsheim;65;
67146;Friesenheim;38.3;
67147;Frœschwiller;51.1;
67148;Frohmuhl;N/A - division par 0;
67149;Furchhausen;78.4;
67150;Furdenheim;41.5;
67151;Gambsheim;76.8;
67152;Geispolsheim;32.1;
67153;Geiswiller-Zœbersdorf;52.7;
67154;Gerstheim;72.8;
67155;Gertwiller;17.1;
67156;Geudertheim;51.9;
67159;Gœrlingen;63.9;
67160;Gœrsdorf;66.4;
67161;Gottenhouse;82.4;
67162;Gottesheim;74.8;
67163;Gougenheim;24.6;
67164;Goxwiller;10.5;
67165;Grandfontaine;0;
67166;Grassendorf;46.4;
67167;Grendelbruch;94.3;
67168;Gresswiller;76.8;
67169;Gries;38.4;*
67172;Griesheim-près-Molsheim;47.4;
67173;Griesheim-sur-Souffel;43.4;
67174;Gumbrechtshoffen;140.3;
67176;Gundershoffen;50.5;
67177;Gunstett;70.9;
67178;Gungwiller;N/A - division par 0;
67179;Haegen;7;
67180;Haguenau;32.9;
67181;Handschuheim;33.9;
67182;Hangenbieten;31.7;
67183;Harskirchen;71.4;
67184;Hatten;46.8;
67185;Hattmatt;24.2;
67186;Hegeney;20.3;
67187;Heidolsheim;35.1;
67188;Heiligenberg;N/A - division par 0;
67189;Heiligenstein;7.4;
67190;Hengwiller;N/A - division par 0;
67191;Herbitzheim;63;
67192;Herbsheim;104.3;
67194;Herrlisheim;81.6;
67195;Hessenheim;27.8;
67196;Hilsenheim;65;
67197;Hindisheim;59;
67198;Hinsbourg;4.8;
67199;Hinsingen;183.6;
67200;Hipsheim;154.7;
67201;Hirschland;124;
67202;Hochfelden;57.4;
67203;Hochstett;31.9;
67204;Hœnheim;N/A - division par 0;
67205;Hœrdt;80.6;
67206;Hoffen;28.4;
67208;Hohengœft;45.9;
67209;Hohfrankenheim;44.4;
67210;Le Hohwald;54.9;
67212;Holtzheim;68.3;
67213;Hunspach;50;
67214;Hurtigheim;48.2;
67215;Huttendorf;33.4;
67216;Huttenheim;45.1;
67217;Ichtratzheim;71.9;
67218;Illkirch-Graffenstaden;27.1;
67220;Ingenheim;57.7;
67221;Ingolsheim;40.1;
67222;Ingwiller;27.7;
67223;Innenheim;28;
67225;Issenhausen;54.7;
67226;Ittenheim;48;
67227;Itterswiller;8.3;
67228;Neugartheim-Ittlenheim;39.9;
67229;Jetterswiller;107.3;
67230;Kaltenhouse;94.5;
67231;Kauffenheim;N/A - division par 0;
67232;Keffenach;38.8;
67233;Kertzfeld;55.7;
67234;Keskastel;126.7;
67235;Kesseldorf;12.4;
67236;Kienheim;54.3;
67237;Kilstett;85.3;
67238;Kindwiller;40.5;
67239;Kintzheim;11.5;
67240;Kirchheim;21.7;
67241;Kirrberg;21;
67242;Kirrwiller;54.9;
67244;Kleingœft;184.6;
67245;Knœrsheim;19.6;
67246;Kogenheim;45.9;
67247;Kolbsheim;52.2;
67248;Krautergersheim;38.7;
67249;Krautwiller;23;
67250;Kriegsheim;45.2;
67252;Kurtzenhouse;58.7;
67253;Kuttolsheim;15.5;
67254;Kutzenhausen;34.5;
67255;Lalaye;N/A - division par 0;
67256;Lampertheim;68.2;
67257;Lampertsloch;58.5;
67258;Landersheim;102.3;
67259;Langensoultzbach;25.7;
67260;Laubach;3;
67261;Lauterbourg;122.4;
67263;Lembach;55.3;
67264;Leutenheim;N/A - division par 0;
67265;Lichtenberg;4;
67266;Limersheim;37.9;
67267;Lingolsheim;71.5;
67268;Lipsheim;52.6;
67269;Littenheim;82.5;
67270;Lixhausen;91.3;
67271;Lobsann;28.2;
67272;Lochwiller;100.1;
67273;Lohr;170.1;
67274;Lorentzen;290;
67275;Lupstein;38.5;
67276;Lutzelhouse;13.3;
67277;Mackenheim;27.5;
67278;Mackwiller;117;
67279;Maennolsheim;29.7;
67280;Maisonsgoutte;11.1;
67281;Marckolsheim;39.8;
67282;Marlenheim;18;
67283;Marmoutier;77.4;
67285;Matzenheim;41.1;
67286;Meistratzheim;43.5;
67287;Melsheim;52.4;
67288;Memmelshoffen;33.7;
67289;Menchhoffen;133.4;
67290;Merkwiller-Pechelbronn;29.7;
67291;Mertzwiller;57.9;
67292;Mietesheim;82.3;
67293;Minversheim;44.1;
67295;Mittelbergheim;6.8;
67296;Mittelhausbergen;140.5;
67298;Mittelschaeffolsheim;50.1;
67299;Mollkirch;58.6;
67300;Molsheim;12.1;
67301;Mommenheim;38.1;
67302;Monswiller;18;
67303;Morsbronn-les-Bains;31.4;
67304;Morschwiller;63.1;
67305;Mothern;67.3;
67306;Muhlbach-sur-Bruche;20.6;
67307;Mulhausen;81;
67308;Munchhausen;62;
67309;Mundolsheim;120.6;
67310;Mussig;39.5;
67311;Muttersholtz;62.9;
67312;Mutzenhouse;50.6;
67313;Mutzig;2.7;
67314;Natzwiller;12.6;
67315;Neewiller-près-Lauterbourg;60.6;
67317;Neubois;6.8;
67319;Neuhaeusel;42;
67320;Neuve-Église;39.9;*
67321;Neuviller-la-Roche;N/A - division par 0;
67322;Neuwiller-lès-Saverne;47.3;
67324;Niederbronn-les-Bains;37.9;
67325;Niederhaslach;31.5;
67326;Niederhausbergen;45.4;
67327;Niederlauterbach;40.8;
67328;Niedermodern;N/A - division par 0;
67329;Niedernai;66.1;
67330;Niederrœdern;33.4;
67331;Niederschaeffolsheim;35.2;
67333;Niedersoultzbach;58.7;
67334;Niedersteinbach;N/A - division par 0;
67335;Nordheim;24.3;
67336;Nordhouse;45.4;
67337;Nothalten;5.8;
67338;Obenheim;65.2;
67339;Betschdorf;41;
67340;Oberbronn;61.8;
67341;Oberdorf-Spachbach;22.1;
67342;Oberhaslach;37.9;
67343;Oberhausbergen;167.4;
67344;Oberhoffen-lès-Wissembourg;15.7;
67345;Oberhoffen-sur-Moder;42.2;
67346;Oberlauterbach;24.9;
67347;Obermodern-Zutzendorf;47.4;
67348;Obernai;13.9;
67349;Oberrœdern;43;
67350;Oberschaeffolsheim;42.9;
67351;Seebach;36.3;
67352;Obersoultzbach;54;
67353;Obersteinbach;11.3;
67354;Odratzheim;10.9;
67355;Oermingen;78.2;
67356;Offendorf;28;
67358;Offwiller;80.1;
67359;Ohlungen;43.9;
67360;Ohnenheim;75;
67361;Olwisheim;52.9;
67362;Orschwiller;9.9;
67363;Osthoffen;26.4;
67364;Osthouse;53.2;
67365;Ostwald;150.9;*
67366;Ottersthal;N/A - division par 0;
67367;Otterswiller;25.6;
67368;Ottrott;2.5;
67369;Ottwiller;50;
67370;Petersbach;53.5;
67371;La Petite-Pierre;1.3;
67372;Val-de-Moder;71.5;
67373;Pfalzweyer;87.1;
67375;Pfulgriesheim;44.8;
67377;Plaine;21;
67378;Plobsheim;54.2;
67379;Preuschdorf;53.9;
67380;Printzheim;50.5;
67381;Puberg;N/A - division par 0;
67382;Quatzenheim;56.8;
67383;Rangen;72.6;
67384;Ranrupt;42;
67385;Ratzwiller;99.5;
67386;Rauwiller;252.7;
67387;Reichsfeld;6.3;
67388;Reichshoffen;80.4;
67389;Reichstett;9.9;
67391;Reinhardsmunster;N/A - division par 0;
67392;Reipertswiller;61.2;
67394;Retschwiller;55;
67395;Reutenbourg;46.7;
67396;Rexingen;197.9;
67397;Rhinau;50.3;
67398;Richtolsheim;33.5;
67400;Riedseltz;42.8;
67401;Rimsdorf;66.6;
67403;Ringendorf;36.1;
67404;Rittershoffen;25.2;
67405;Rœschwoog;79.7;
67406;Rohr;77.5;
67407;Rohrwiller;N/A - division par 0;
67408;Romanswiller;43.3;
67409;Roppenheim;58.7;
67410;Rosenwiller;4.9;
67411;Rosheim;19.6;
67412;Rossfeld;80.8;
67413;Rosteig;3.5;
67414;Rothau;N/A - division par 0;
67415;Rothbach;34.9;
67416;Rott;4.2;
67417;Rottelsheim;30.1;
67418;Rountzenheim-Auenheim;85.4;
67420;Russ;14.8;
67421;Saales;66.1;
67422;Saasenheim;49;
67423;Saessolsheim;31.8;
67424;Saint-Blaise-la-Roche;22.8;
67425;Saint-Jean-Saverne;46.5;
67426;Saint-Martin;N/A - division par 0;
67427;Saint-Maurice;0;
67428;Saint-Nabor;0.3;
67429;Saint-Pierre;12.3;
67430;Saint-Pierre-Bois;19.5;
67432;Salmbach;25.4;
67433;Sand;36.8;
67434;Sarre-Union;103.5;
67435;Sarrewerden;90;
67436;Saulxures;50.1;
67437;Saverne;2.9;
67438;Schaeffersheim;23.8;
67440;Schaffhouse-près-Seltz;33.2;
67441;Schalkendorf;172.9;
67442;Scharrachbergheim-Irmstett;14.6;
67443;Scheibenhard;38.4;
67444;Scherlenheim;48.7;
67445;Scherwiller;9.3;
67446;Schillersdorf;82.9;
67447;Schiltigheim;14.3;
67448;Schirmeck;N/A - division par 0;
67449;Schirrhein;56.4;
67450;Schirrhoffen;N/A - division par 0;
67451;Schleithal;42.5;
67452;Schnersheim;44.1;
67453;Schœnau;30.8;
67454;Schœnbourg;49.5;
67455;Schœnenbourg;18.3;
67456;Schopperten;56.5;
67458;Schweighouse-sur-Moder;37.4;
67459;Schwenheim;61.8;
67460;Schwindratzheim;44;
67461;Schwobsheim;23;
67462;Sélestat;28.8;
67463;Seltz;51.4;
67464;Sermersheim;57.3;
67465;Sessenheim;74.6;
67466;Siegen;40.2;
67467;Siewiller;114.3;
67468;Siltzheim;86.5;
67470;Solbach;25.6;
67471;Souffelweyersheim;76.6;
67472;Soufflenheim;31.3;
67473;Soultz-les-Bains;31.3;
67474;Soultz-sous-Forêts;31.6;
67475;Sparsbach;15;
67476;Stattmatten;114.7;
67477;Steige;60.3;
67478;Steinbourg;78.7;
67479;Steinseltz;20;
67480;Still;109.2;
67481;Stotzheim;24;
67482;Strasbourg;15.3;
67483;Struth;6.1;
67484;Stundwiller;30.2;
67485;Stutzheim-Offenheim;35.9;
67486;Sundhouse;61.3;
67487;Surbourg;61.9;
67488;Thal-Drulingen;72.8;
67489;Thal-Marmoutier;1;
67490;Thanvillé;N/A - division par 0;
67491;Tieffenbach;N/A - division par 0;
67492;Traenheim;10.8;
67493;Triembach-au-Val;0.6;
67494;Trimbach;22.3;
67495;Truchtersheim;42.5;
67497;Uhlwiller;40.8;
67498;Uhrwiller;81.5;
67499;Urbeis;58.1;
67500;Urmatt;0;
67501;Uttenheim;36.5;
67502;Uttenhoffen;90.1;
67503;Uttwiller;75.7;
67504;Valff;27.3;
67505;La Vancelle;79.9;
67506;Vendenheim;56.9;
67507;Villé;0.2;
67508;Vœllerdingen;96.8;
67509;Volksberg;77.4;*
67510;Wahlenheim;63.9;
67511;Walbourg;55.7;
67513;Waldersbach;N/A - division par 0;
67514;Waldhambach;212.4;
67515;Waldolwisheim;45.9;
67516;Waltenheim-sur-Zorn;23.4;
67517;Wangen;15.1;
67519;La Wantzenau;67.7;
67520;Wasselonne;84.4;
67521;Weinbourg;67.1;
67522;Weislingen;132.2;
67523;Weitbruch;36.5;
67524;Weiterswiller;88.3;
67525;Westhoffen;10.7;
67526;Westhouse;35.7;
67527;Westhouse-Marmoutier;40.3;
67528;Weyer;83.8;
67529;Weyersheim;51.2;
67530;Wickersheim-Wilshausen;77.8;
67531;Wildersbach;N/A - division par 0;
67532;Willgottheim;63.7;
67534;Wilwisheim;45;
67535;Wimmenau;2.8;
67536;Windstein;21.5;
67537;Wingen;167.4;
67538;Wingen-sur-Moder;27.1;
67539;Wingersheim les Quatre Bans;41.4;
67540;Wintershouse;30.4;
67541;Wintzenbach;33.8;
67542;Wintzenheim-Kochersberg;20.1;
67543;Wisches;N/A - division par 0;
67544;Wissembourg;46.3;
67545;Witternheim;85.3;
